"id","clip","speaker","rough","casual","honest","proper","easygoing","fastspeaking"
1306,"M1_04","M1","3","4","4","4","4","3"
1306,"M2_01","M2","6","4","3","2","0","5"
1306,"M2_02","M2","4","4","4","4","2","4"
1306,"M2_03","M2","5","6","3","2","1","5"
1306,"M2_04","M2","4","6","4","2","2","5"
1306,"M3_01","M3","2","4","4","4","4","3"
1306,"M3_02","M3","3","4","5","5","4","3"
1306,"M3_03","M3","6","2","2","2","0","4"
1306,"M3_04","M3","4","4","4","4","4","4"
1306,"M4_01","M4","5","3","4","4","2","4"
1306,"M4_02","M4","6","2","2","1","0","6"
1306,"M4_03","M4","6","3","2","2","0","4"
1306,"M4_04","M4","4","3","3","3","2","5"
1306,"M5_01","M5","6","2","2","2","0","4"
1306,"M5_02","M5","3","3","3","3","3","3"
1306,"M5_03","M5","3","5","5","5","3","5"
1306,"M5_04","M5","5","4","3","4","1","4"
1306,"somewhatagree","attention_check","4","4","4","4","4","4"
1306,"somewhatdisagree","attention_check","2","2","2","2","2","2"
1306,"stronglyagree","attention_check","6","6","6","6","6","6"
1306,"stronglydisagree","attention_check","0","0","0","0","0","0"
1311,"F1_01","F1","2","2","2","2","2","2"
1311,"F1_02","F1","2","2","2","2","2","2"
1311,"F1_03","F1","2","2","2","2","2","2"
1311,"F1_04","F1","2","2","2","2","2","2"
1311,"F2_01","F2","2","2","2","2","2","2"
1311,"F2_02","F2","2","2","2","2","2","2"
1311,"F2_03","F2","2","2","2","2","2","2"
1311,"F2_04","F2","2","2","2","2","2","2"
1311,"F3_01","F3","2","2","2","2","2","2"
1311,"F3_02","F3","2","2","2","2","2","2"
1311,"F3_03","F3","2","2","2","2","2","2"
1311,"F3_04","F3","2","2","2","2","2","2"
1311,"F4_01","F4","2","2","2","2","2","2"
1311,"F4_02","F4","2","2","2","2","2","2"
1311,"F4_03","F4","2","2","2","2","2","2"
1311,"F4_04","F4","2","2","2","2","2","2"
1311,"F5_01","F5","2","2","2","2","2","2"
1311,"F5_02","F5","2","2","2","2","2","2"
1311,"F5_03","F5","2","2","2","2","2","2"
1311,"F5_04","F5","2","2","2","2","2","2"
1311,"M1_01","M1","2","2","2","2","2","2"
